state,district,population
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Petaling,762.7
Selangor,Petaling,23.9
Selangor,Petaling,48.7
Selangor,Petaling,59.2
Selangor,Petaling,57.6
Selangor,Petaling,50.3
Selangor,Petaling,49.7
Selangor,Petaling,54.7
Selangor,Petaling,69.3
Selangor,Petaling,73.4
Selangor,Petaling,58.8
Selangor,Petaling,55.9
Selangor,Petaling,48.5
Selangor,Petaling,41.5
Selangor,Petaling,31.4
Selangor,Petaling,18.5
Selangor,Petaling,13.9
Selangor,Petaling,5.6
Selangor,Petaling,1.9
Selangor,Petaling,384.3
Selangor,Petaling,12.3
Selangor,Petaling,24.5
Selangor,Petaling,30.5
Selangor,Petaling,29.1
Selangor,Petaling,25.6
Selangor,Petaling,24.9
Selangor,Petaling,27.7
Selangor,Petaling,33.8
Selangor,Petaling,36.1
Selangor,Petaling,30.4
Selangor,Petaling,28.8
Selangor,Petaling,24.5
Selangor,Petaling,21.9
Selangor,Petaling,16.0
Selangor,Petaling,8.5
Selangor,Petaling,6.0
Selangor,Petaling,2.4
Selangor,Petaling,1.3
Selangor,Petaling,378.4
Selangor,Petaling,11.6
Selangor,Petaling,24.2
Selangor,Petaling,28.6
Selangor,Petaling,28.5
Selangor,Petaling,24.7
Selangor,Petaling,24.7
Selangor,Petaling,27.0
Selangor,Petaling,35.6
Selangor,Petaling,37.4
Selangor,Petaling,28.4
Selangor,Petaling,27.0
Selangor,Petaling,24.0
Selangor,Petaling,19.7
Selangor,Petaling,15.4
Selangor,Petaling,9.9
Selangor,Petaling,7.9
Selangor,Petaling,3.2
Selangor,Petaling,0.5
Selangor,Sabak Bernam,19.9
Selangor,Sabak Bernam,1.0
Selangor,Sabak Bernam,1.5
Selangor,Sabak Bernam,1.7
Selangor,Sabak Bernam,1.6
Selangor,Sabak Bernam,1.3
Selangor,Sabak Bernam,1.2
Selangor,Sabak Bernam,1.4
Selangor,Sabak Bernam,1.7
Selangor,Sabak Bernam,1.8
Selangor,Sabak Bernam,1.5
Selangor,Sabak Bernam,1.4
Selangor,Sabak Bernam,1.2
Selangor,Sabak Bernam,1.0
Selangor,Sabak Bernam,0.8
Selangor,Sabak Bernam,0.4
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,10.3
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.8
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.8
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.5
Selangor,Sabak Bernam,0.4
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,9.6
Selangor,Sabak Bernam,0.5
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.8
Selangor,Sabak Bernam,0.8
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.9
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.7
Selangor,Sabak Bernam,0.6
Selangor,Sabak Bernam,0.5
Selangor,Sabak Bernam,0.4
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sepang,59.3
Selangor,Sepang,2.5
Selangor,Sepang,4.1
Selangor,Sepang,4.9
Selangor,Sepang,4.7
Selangor,Sepang,3.8
Selangor,Sepang,3.8
Selangor,Sepang,4.2
Selangor,Sepang,5.3
Selangor,Sepang,5.6
Selangor,Sepang,4.5
Selangor,Sepang,4.3
Selangor,Sepang,3.7
Selangor,Sepang,3.2
Selangor,Sepang,2.3
Selangor,Sepang,1.2
Selangor,Sepang,0.9
Selangor,Sepang,0.4
Selangor,Sepang,0.2
Selangor,Sepang,30.7
Selangor,Sepang,1.3
Selangor,Sepang,2.1
Selangor,Sepang,2.6
Selangor,Sepang,2.4
Selangor,Sepang,2.0
Selangor,Sepang,2.0
Selangor,Sepang,2.2
Selangor,Sepang,2.7
Selangor,Sepang,2.8
Selangor,Sepang,2.4
Selangor,Sepang,2.3
Selangor,Sepang,1.9
Selangor,Sepang,1.7
Selangor,Sepang,1.2
Selangor,Sepang,0.5
Selangor,Sepang,0.4
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,28.5
Selangor,Sepang,1.2
Selangor,Sepang,2.0
Selangor,Sepang,2.4
Selangor,Sepang,2.3
Selangor,Sepang,1.8
Selangor,Sepang,1.8
Selangor,Sepang,2.0
Selangor,Sepang,2.6
Selangor,Sepang,2.7
Selangor,Sepang,2.1
Selangor,Sepang,2.0
Selangor,Sepang,1.7
Selangor,Sepang,1.4
Selangor,Sepang,1.1
Selangor,Sepang,0.6
Selangor,Sepang,0.5
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Ulu Langat,363.0
Selangor,Ulu Langat,13.5
Selangor,Ulu Langat,23.7
Selangor,Ulu Langat,28.8
Selangor,Ulu Langat,27.9
Selangor,Ulu Langat,23.9
Selangor,Ulu Langat,23.6
Selangor,Ulu Langat,26.0
Selangor,Ulu Langat,32.8
Selangor,Ulu Langat,35.0
Selangor,Ulu Langat,27.8
Selangor,Ulu Langat,26.2
Selangor,Ulu Langat,22.6
Selangor,Ulu Langat,19.3
Selangor,Ulu Langat,14.4
Selangor,Ulu Langat,8.3
Selangor,Ulu Langat,6.1
Selangor,Ulu Langat,2.4
Selangor,Ulu Langat,0.8
Selangor,Ulu Langat,185.7
Selangor,Ulu Langat,6.9
Selangor,Ulu Langat,11.9
Selangor,Ulu Langat,14.9
Selangor,Ulu Langat,14.1
Selangor,Ulu Langat,12.4
Selangor,Ulu Langat,12.1
Selangor,Ulu Langat,13.4
Selangor,Ulu Langat,16.3
Selangor,Ulu Langat,17.4
Selangor,Ulu Langat,14.7
Selangor,Ulu Langat,13.7
Selangor,Ulu Langat,11.6
Selangor,Ulu Langat,10.3
Selangor,Ulu Langat,7.4
Selangor,Ulu Langat,4.0
Selangor,Ulu Langat,2.7
Selangor,Ulu Langat,1.1
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,177.3
Selangor,Ulu Langat,6.6
Selangor,Ulu Langat,11.7
Selangor,Ulu Langat,13.9
Selangor,Ulu Langat,13.8
Selangor,Ulu Langat,11.5
Selangor,Ulu Langat,11.5
Selangor,Ulu Langat,12.6
Selangor,Ulu Langat,16.5
Selangor,Ulu Langat,17.5
Selangor,Ulu Langat,13.2
Selangor,Ulu Langat,12.5
Selangor,Ulu Langat,11.0
Selangor,Ulu Langat,9.0
Selangor,Ulu Langat,7.0
Selangor,Ulu Langat,4.3
Selangor,Ulu Langat,3.4
Selangor,Ulu Langat,1.3
Selangor,Ulu Langat,0.1
Selangor,Ulu Selangor,25.7
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.9
Selangor,Ulu Selangor,2.2
Selangor,Ulu Selangor,2.1
Selangor,Ulu Selangor,1.7
Selangor,Ulu Selangor,1.6
Selangor,Ulu Selangor,1.9
Selangor,Ulu Selangor,2.3
Selangor,Ulu Selangor,2.3
Selangor,Ulu Selangor,2.0
Selangor,Ulu Selangor,1.9
Selangor,Ulu Selangor,1.6
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,13.4
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,0.0
Selangor,Ulu Selangor,12.3
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.6
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.0
Selangor,Gombak,96.0
Selangor,Gombak,4.4
Selangor,Gombak,6.4
Selangor,Gombak,7.6
Selangor,Gombak,8.1
Selangor,Gombak,6.9
Selangor,Gombak,7.2
Selangor,Gombak,8.0
Selangor,Gombak,9.0
Selangor,Gombak,8.6
Selangor,Gombak,6.4
Selangor,Gombak,5.8
Selangor,Gombak,5.2
Selangor,Gombak,4.5
Selangor,Gombak,3.2
Selangor,Gombak,2.2
Selangor,Gombak,1.3
Selangor,Gombak,0.5
Selangor,Gombak,0.4
Selangor,Gombak,48.7
Selangor,Gombak,2.3
Selangor,Gombak,3.2
Selangor,Gombak,4.1
Selangor,Gombak,4.0
Selangor,Gombak,3.5
Selangor,Gombak,3.7
Selangor,Gombak,4.0
Selangor,Gombak,4.6
Selangor,Gombak,4.5
Selangor,Gombak,3.4
Selangor,Gombak,2.9
Selangor,Gombak,2.6
Selangor,Gombak,2.3
Selangor,Gombak,1.5
Selangor,Gombak,1.0
Selangor,Gombak,0.6
Selangor,Gombak,0.2
Selangor,Gombak,0.2
Selangor,Gombak,47.3
Selangor,Gombak,2.2
Selangor,Gombak,3.1
Selangor,Gombak,3.6
Selangor,Gombak,4.1
Selangor,Gombak,3.3
Selangor,Gombak,3.5
Selangor,Gombak,4.1
Selangor,Gombak,4.5
Selangor,Gombak,4.1
Selangor,Gombak,3.0
Selangor,Gombak,2.9
Selangor,Gombak,2.6
Selangor,Gombak,2.3
Selangor,Gombak,1.7
Selangor,Gombak,1.1
Selangor,Gombak,0.7
Selangor,Gombak,0.3
Selangor,Gombak,0.2
Selangor,Klang,190.8
Selangor,Klang,8.9
Selangor,Klang,11.6
Selangor,Klang,14.0
Selangor,Klang,15.2
Selangor,Klang,14.0
Selangor,Klang,14.5
Selangor,Klang,16.2
Selangor,Klang,18.2
Selangor,Klang,17.4
Selangor,Klang,12.9
Selangor,Klang,11.8
Selangor,Klang,10.5
Selangor,Klang,9.2
Selangor,Klang,6.7
Selangor,Klang,4.8
Selangor,Klang,3.0
Selangor,Klang,1.1
Selangor,Klang,1.0
Selangor,Klang,96.3
Selangor,Klang,4.6
Selangor,Klang,6.0
Selangor,Klang,7.5
Selangor,Klang,7.6
Selangor,Klang,7.1
Selangor,Klang,7.4
Selangor,Klang,8.0
Selangor,Klang,9.1
Selangor,Klang,9.0
Selangor,Klang,6.7
Selangor,Klang,5.8
Selangor,Klang,5.3
Selangor,Klang,4.5
Selangor,Klang,3.1
Selangor,Klang,2.3
Selangor,Klang,1.3
Selangor,Klang,0.6
Selangor,Klang,0.6
Selangor,Klang,94.4
Selangor,Klang,4.4
Selangor,Klang,5.7
Selangor,Klang,6.5
Selangor,Klang,7.6
Selangor,Klang,6.9
Selangor,Klang,7.1
Selangor,Klang,8.3
Selangor,Klang,9.1
Selangor,Klang,8.4
Selangor,Klang,6.1
Selangor,Klang,5.9
Selangor,Klang,5.2
Selangor,Klang,4.6
Selangor,Klang,3.6
Selangor,Klang,2.5
Selangor,Klang,1.6
Selangor,Klang,0.6
Selangor,Klang,0.4
Selangor,Kuala Langat,32.5
Selangor,Kuala Langat,2.3
Selangor,Kuala Langat,2.3
Selangor,Kuala Langat,2.7
Selangor,Kuala Langat,2.7
Selangor,Kuala Langat,2.2
Selangor,Kuala Langat,2.4
Selangor,Kuala Langat,2.6
Selangor,Kuala Langat,3.0
Selangor,Kuala Langat,2.8
Selangor,Kuala Langat,2.1
Selangor,Kuala Langat,1.9
Selangor,Kuala Langat,1.7
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,16.3
Selangor,Kuala Langat,1.2
Selangor,Kuala Langat,1.2
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,1.2
Selangor,Kuala Langat,1.3
Selangor,Kuala Langat,1.5
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,0.9
Selangor,Kuala Langat,0.8
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.5
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.2
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,16.2
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,1.1
Selangor,Kuala Langat,1.2
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,1.2
Selangor,Kuala Langat,1.3
Selangor,Kuala Langat,1.5
Selangor,Kuala Langat,1.4
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,1.0
Selangor,Kuala Langat,0.8
Selangor,Kuala Langat,0.7
Selangor,Kuala Langat,0.5
Selangor,Kuala Langat,0.4
Selangor,Kuala Langat,0.3
Selangor,Kuala Langat,0.1
Selangor,Kuala Langat,0.1
Selangor,Kuala Selangor,26.5
Selangor,Kuala Selangor,1.7
Selangor,Kuala Selangor,1.8
Selangor,Kuala Selangor,2.2
Selangor,Kuala Selangor,2.3
Selangor,Kuala Selangor,1.9
Selangor,Kuala Selangor,1.9
Selangor,Kuala Selangor,2.2
Selangor,Kuala Selangor,2.4
Selangor,Kuala Selangor,2.3
Selangor,Kuala Selangor,1.7
Selangor,Kuala Selangor,1.6
Selangor,Kuala Selangor,1.4
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.5
Selangor,Kuala Selangor,0.3
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,13.0
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,1.1
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,1.1
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.4
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,13.5
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,1.1
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,1.0
Selangor,Kuala Selangor,0.9
Selangor,Kuala Selangor,1.1
Selangor,Kuala Selangor,1.3
Selangor,Kuala Selangor,1.2
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.8
Selangor,Kuala Selangor,0.7
Selangor,Kuala Selangor,0.6
Selangor,Kuala Selangor,0.5
Selangor,Kuala Selangor,0.3
Selangor,Kuala Selangor,0.2
Selangor,Kuala Selangor,0.1
Selangor,Kuala Selangor,0.0
Selangor,Petaling,211.9
Selangor,Petaling,9.1
Selangor,Petaling,13.1
Selangor,Petaling,15.8
Selangor,Petaling,17.0
Selangor,Petaling,15.3
Selangor,Petaling,16.2
Selangor,Petaling,18.1
Selangor,Petaling,20.3
Selangor,Petaling,19.3
Selangor,Petaling,14.4
Selangor,Petaling,13.1
Selangor,Petaling,11.8
Selangor,Petaling,10.2
Selangor,Petaling,7.5
Selangor,Petaling,5.4
Selangor,Petaling,3.3
Selangor,Petaling,1.2
Selangor,Petaling,0.8
Selangor,Petaling,107.2
Selangor,Petaling,4.7
Selangor,Petaling,6.6
Selangor,Petaling,8.4
Selangor,Petaling,8.4
Selangor,Petaling,7.9
Selangor,Petaling,8.3
Selangor,Petaling,8.9
Selangor,Petaling,10.2
Selangor,Petaling,10.0
Selangor,Petaling,7.6
Selangor,Petaling,6.5
Selangor,Petaling,6.0
Selangor,Petaling,5.1
Selangor,Petaling,3.6
Selangor,Petaling,2.5
Selangor,Petaling,1.4
Selangor,Petaling,0.6
Selangor,Petaling,0.5
Selangor,Petaling,104.8
Selangor,Petaling,4.4
Selangor,Petaling,6.5
Selangor,Petaling,7.5
Selangor,Petaling,8.6
Selangor,Petaling,7.4
Selangor,Petaling,7.9
Selangor,Petaling,9.1
Selangor,Petaling,10.1
Selangor,Petaling,9.3
Selangor,Petaling,6.8
Selangor,Petaling,6.6
Selangor,Petaling,5.8
Selangor,Petaling,5.1
Selangor,Petaling,3.9
Selangor,Petaling,2.9
Selangor,Petaling,1.9
Selangor,Petaling,0.6
Selangor,Petaling,0.3
Selangor,Sabak Bernam,4.0
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.4
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.4
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,2.5
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.3
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,1.5
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.2
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.1
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sabak Bernam,0.0
Selangor,Sepang,31.2
Selangor,Sepang,1.9
Selangor,Sepang,2.0
Selangor,Sepang,2.4
Selangor,Sepang,2.6
Selangor,Sepang,2.2
Selangor,Sepang,2.3
Selangor,Sepang,2.6
Selangor,Sepang,2.9
Selangor,Sepang,2.8
Selangor,Sepang,2.0
Selangor,Sepang,1.9
Selangor,Sepang,1.7
Selangor,Sepang,1.5
Selangor,Sepang,1.1
Selangor,Sepang,0.6
Selangor,Sepang,0.4
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,16.0
Selangor,Sepang,0.9
Selangor,Sepang,1.0
Selangor,Sepang,1.3
Selangor,Sepang,1.3
Selangor,Sepang,1.2
Selangor,Sepang,1.2
Selangor,Sepang,1.3
Selangor,Sepang,1.5
Selangor,Sepang,1.5
Selangor,Sepang,1.1
Selangor,Sepang,1.0
Selangor,Sepang,0.9
Selangor,Sepang,0.8
Selangor,Sepang,0.5
Selangor,Sepang,0.3
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Sepang,15.2
Selangor,Sepang,0.9
Selangor,Sepang,1.0
Selangor,Sepang,1.2
Selangor,Sepang,1.3
Selangor,Sepang,1.1
Selangor,Sepang,1.1
Selangor,Sepang,1.3
Selangor,Sepang,1.4
Selangor,Sepang,1.3
Selangor,Sepang,0.9
Selangor,Sepang,0.9
Selangor,Sepang,0.8
Selangor,Sepang,0.7
Selangor,Sepang,0.6
Selangor,Sepang,0.4
Selangor,Sepang,0.2
Selangor,Sepang,0.1
Selangor,Sepang,0.1
Selangor,Ulu Langat,106.7
Selangor,Ulu Langat,5.1
Selangor,Ulu Langat,6.8
Selangor,Ulu Langat,8.1
Selangor,Ulu Langat,8.7
Selangor,Ulu Langat,7.7
Selangor,Ulu Langat,8.1
Selangor,Ulu Langat,9.0
Selangor,Ulu Langat,10.1
Selangor,Ulu Langat,9.6
Selangor,Ulu Langat,7.1
Selangor,Ulu Langat,6.5
Selangor,Ulu Langat,5.8
Selangor,Ulu Langat,5.0
Selangor,Ulu Langat,3.7
Selangor,Ulu Langat,2.7
Selangor,Ulu Langat,1.6
Selangor,Ulu Langat,0.6
Selangor,Ulu Langat,0.5
Selangor,Ulu Langat,54.8
Selangor,Ulu Langat,2.6
Selangor,Ulu Langat,3.4
Selangor,Ulu Langat,4.3
Selangor,Ulu Langat,4.3
Selangor,Ulu Langat,4.0
Selangor,Ulu Langat,4.2
Selangor,Ulu Langat,4.5
Selangor,Ulu Langat,5.2
Selangor,Ulu Langat,5.1
Selangor,Ulu Langat,3.8
Selangor,Ulu Langat,3.3
Selangor,Ulu Langat,3.0
Selangor,Ulu Langat,2.5
Selangor,Ulu Langat,1.8
Selangor,Ulu Langat,1.4
Selangor,Ulu Langat,0.8
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,0.4
Selangor,Ulu Langat,51.9
Selangor,Ulu Langat,2.6
Selangor,Ulu Langat,3.4
Selangor,Ulu Langat,3.9
Selangor,Ulu Langat,4.4
Selangor,Ulu Langat,3.7
Selangor,Ulu Langat,3.9
Selangor,Ulu Langat,4.5
Selangor,Ulu Langat,4.9
Selangor,Ulu Langat,4.5
Selangor,Ulu Langat,3.3
Selangor,Ulu Langat,3.2
Selangor,Ulu Langat,2.8
Selangor,Ulu Langat,2.5
Selangor,Ulu Langat,1.9
Selangor,Ulu Langat,1.3
Selangor,Ulu Langat,0.8
Selangor,Ulu Langat,0.3
Selangor,Ulu Langat,0.2
Selangor,Ulu Selangor,31.1
Selangor,Ulu Selangor,1.5
Selangor,Ulu Selangor,2.1
Selangor,Ulu Selangor,2.6
Selangor,Ulu Selangor,2.7
Selangor,Ulu Selangor,2.1
Selangor,Ulu Selangor,2.3
Selangor,Ulu Selangor,2.5
Selangor,Ulu Selangor,2.9
Selangor,Ulu Selangor,2.8
Selangor,Ulu Selangor,2.0
Selangor,Ulu Selangor,1.9
Selangor,Ulu Selangor,1.6
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,15.9
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,0.5
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.2
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,15.2
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.2
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,1.1
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,1.4
Selangor,Ulu Selangor,1.3
Selangor,Ulu Selangor,1.0
Selangor,Ulu Selangor,0.9
Selangor,Ulu Selangor,0.8
Selangor,Ulu Selangor,0.7
Selangor,Ulu Selangor,0.6
Selangor,Ulu Selangor,0.4
Selangor,Ulu Selangor,0.3
Selangor,Ulu Selangor,0.1
Selangor,Ulu Selangor,0.1
Selangor,Gombak,15.5
Selangor,Gombak,2.1
Selangor,Gombak,1.3
Selangor,Gombak,1.2
Selangor,Gombak,0.9
Selangor,Gombak,1.4
Selangor,Gombak,1.3
Selangor,Gombak,1.9
Selangor,Gombak,2.3
Selangor,Gombak,1.3
Selangor,Gombak,0.4
Selangor,Gombak,0.2
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.3
Selangor,Gombak,0.3
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,8.4
Selangor,Gombak,1.1
Selangor,Gombak,0.7
Selangor,Gombak,0.6
Selangor,Gombak,0.5
Selangor,Gombak,0.8
Selangor,Gombak,0.7
Selangor,Gombak,1.1
Selangor,Gombak,1.3
Selangor,Gombak,0.7
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Gombak,0.2
Selangor,Gombak,0.0
Selangor,Gombak,0.1
Selangor,Gombak,7.2
Selangor,Gombak,1.0
Selangor,Gombak,0.6
Selangor,Gombak,0.5
Selangor,Gombak,0.4
Selangor,Gombak,0.6
Selangor,Gombak,0.6
Selangor,Gombak,0.9
Selangor,Gombak,1.0
Selangor,Gombak,0.6
Selangor,Gombak,0.2
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.1
Selangor,Gombak,0.0
Selangor,Klang,8.0
Selangor,Klang,0.6
Selangor,Klang,0.6
Selangor,Klang,0.6
Selangor,Klang,0.5
Selangor,Klang,0.8
Selangor,Klang,0.7
Selangor,Klang,1.1
Selangor,Klang,1.3
Selangor,Klang,0.7
Selangor,Klang,0.2
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.1
Selangor,Klang,0.2
Selangor,Klang,0.2
Selangor,Klang,0.0
Selangor,Klang,0.1
Selangor,Klang,5.0
Selangor,Klang,0.3
Selangor,Klang,0.4
Selangor,Klang,0.4
Selangor,Klang,0.3
Selangor,Klang,0.5
Selangor,Klang,0.5
Selangor,Klang,0.7
Selangor,Klang,0.9
Selangor,Klang,0.5
Selangor,Klang,0.1
